Review,Brand
"I have an habit to go races monthly in night times actually my racing bike is r15 tag but that day my bike not available so I talked my bro bike for racing. My brother also interested in races guys the time is arrived to race it's night 11: 45 and race begins with in short time and my bet amount is 20, 000 ( 1: 2.5) ratio. Race begined me going in nice position and I not feeler uncomfortable while raiding suddenly the strackers are camed the bike grip is too good and operation on speed is so nice it's sound of while going is nice to hear and I stood 2nd place in the race",Suzuki
I have been driving this bike for almost 10 months now. it is a very comfortable bike with the top speed of 135 if you manage to take it there with a few changes. it gives me a mileage anywhere between 35-40 km/l. The parts are easily available if there has been an accident or need of change in a very reasonable price. It looks like a sports bike should.,Suzuki
I have been riding Suzuki Gixxer SF from past 4 months 3000 kms done.,Suzuki
I have been using this Suzuki Gixxer SF bike for five months and I am feeling good with it. The best thing in this bike is stylish look in reliable price.,Suzuki
I have been using this bike for over a year and I must say that I am very much impressed by the bikes looks and performance. It has the best looks currently. The curves and designing is spot on when you are looking from the side angle.,Suzuki
I have buyed this vehicle becouse of its awsome style and design its very awsome,Suzuki
"I have done reserch about Suzuki Gixxer sF .i get some news about this bike that was .the cost of the bike was exat 97,000.it`s performence was very good.the top speed of the bike was 130 kmph .and the mailage of the bike was 40 km per 1 ltrs .and the capacity of the bike engine was 154.9cc.and the maxmimum power that prodused by the bike was 14.59bhp and 8000rpm.and the transmission of the gare`s was manual and the bike has 5gare`s to increse the speed of the bike .the capacity of the fuel tank was 12ltrs and the to start it is self start bike .and the breks are dic.no dis advantages.in this bike.",Suzuki
I have great feeling with this bike it's a great looking bike in blue colour I think black colour is not so bad but the blue colour so fabulous and the comfort in this bike is very good I will run this bike above 110 and the mileage are so good I will never see the bike like this it is a great looking bike in this budget I think this is a best bike in this price,Suzuki
"I have just bought powerful bike Suzuki Gixxer SF. It looks superb, amazing and stylish.my friend see my bike and then the reaction is wow! This bike is beast with lots of power in it. It is a 155 cc bike with a dashing look. It is launched with lots of improvement in its previous version that is Gixxer.All system and digital meter is doing amazingly.Nice mileage and service.Good pick up and low maintenance.",Suzuki
I have never seen such type of bike before and I have a good and great experiece in this bike that I cant never forget .,Suzuki
I have not encountered any problem since I have purchased this bike and I have completed about 15000kms on it. Even now it feels like it is new. Build quality is ok. Except the buttons the bike feels quite sturdy. Suzuki has done a commendable job on it.,Suzuki
I have own this bike and am Get Impress with the power and the fuel effincy. the bike reach 0-100 in 10.5 sec on highway,Suzuki
"I have purchased this beast on 20jan 2016, and it's truely a beast in terms of engine,  looks and handling.  One of the most exciting fact about the bike is that it gives 50+ mileage, In 8.03 liters of fuel it covers more than 408km on odometer.",Suzuki
I have racing blue gixxer sf which is the best looking model now under a lac of rupees.,Suzuki
I have recently bought this bike.This bike looks stunning.It has Twin exhaust that sounds awesome.Handling of this bike is awesome.The pickup of this bike is also good it reaches 0-100 in 16seconds.With the price of ? 105000 this bike is awesome and value for money.I think if you want to buy a sports bike for daily use then go for this one.It gives excellent mileage and I think this bike is far better than CBR 150 And R15 Yamaha,Suzuki
I have recently buyed this bike.This bike is awesome with great features.The bike has a well designed look with a high class performance.The average of this bike is also great with a nice pickup.The handling of this bike is amazing with a great comfort.,Suzuki
I have ridden the bike 3600km from last month. I can pretty much say it is among the best 150cc fully fared motorcycles in India.,Suzuki
I have suzuki Gixxer SF bike it is a best sport bike. it has mileage of 50 Km/Litre .It comes with front and rear disc brake which make bike more comfortable at high speed .Suzuki is a multinational brand and most trustable brand of sport bike.it is 155cc bike which comes with digital ignition start .Handling is very good and seats are very comfortable .it blue color make bike look better like bleed blue and it has pure sporty look at a best price.I personally recommended to buyer go for this bike when your budget is slightly tight.,Suzuki
I have suzuki Gixxer SF bike special addition and it is a best sport bike. it has mileage of 45 Km/Litre .It comes with front and rear disc brake which make bike more comfortable at high speed .Suzuki is a multinational brand and most trustable brand of sport bike.it is 150cc bike which comes with digital ignition start .Handling is very good and seats are very comfortable .it blue color make bike look better like bleed blue and it has pure sporty look at a best price.I personally recommended to buyer go for this bike when your budget is slightly tight.,Suzuki
"I have suzuki gixxer sf , its so good nd low maintenance.luking is so luxury and so good bike compare to all others bike, suzuki gixxer is most affordable bike its sports look is so luxury",Suzuki
I have use this bike the bike is very good and nice. This is the best bike in the market under 150cc. In terms mileage speed pick up and what not. Pick is better than any bike in this range. This maybe one of the most under rated bike in the market. One bad thing about the bike would be the group clearance which is very low and would it the speed breaker all the time. The bike will good graphic and stylish and it is good to ride 5 gera in this bike and the bike is used to long trip the bike speed will be 120 km/hr,Suzuki
