,review,Bike
157,5.After sale company and service center no body will provide you assistance As no body from company or dealership is willing to improve after sale service and dealership network pls think 10 times before buying Suzuki bikes.,Access
158,5.Avaibality of parts - some parts are not avialable at local shops You have to buy it from Suzuki showroom,Access
159,5.In looks its a great combination of steel and fiber the headlight and exhaust looks awesome.,Access
160,5.nice and stylish look even boys can have it and girls can also enjoy this.,Access
161,"5.owners manual(which includes all 12 service coupons, Battery warranty card and warranty registration card)",Access
162,5.the weight of this scooty is about 100kg so road grip is not excellent so ride it carefullly.,Access
163,"5:- Looks:- Suzuki Access 125 - Gracious looks, handsome design. I Really love this bike.",Access
164,5>Post service - Suzuki has better coverage than activa. activa has very less centers even in mumbai. that was one of the area OF CONCERN FOR ME,Access
165,"6) servicing - worst service, the workers wont listen, every time they would do something that you will have to deal with, totally irresponsible, poor washing. Suzuki must look into this matter. If they improve their service, I would have definitely recommended it but for now . DON'T go for access unless you are sure about service personnel.",Access
166,6- Poor Grip at road as rear tyre is small. I have faced so many times the Sleepy rear tyre.,Access
167,7- Excessive noise of engine after sm time like driving a scooter of old days.,Access
168,740 D4 Parner Chs Sector 7 Charkop Kandivali West Mumbai 400067 India,Access
169,"8- Its maitenance and repair are so costly that even for once u had to get engine work, then get ready for loot from service center as it will start from 8000-10000 rs.",Access
170,8.It has a fuel tank capacity of 6 litres and kerb weight is 112 kg.,Access
171,8.handling is good but not as good as compared to jupiter and wego bcz they are handling pro vehicles,Access
172,9- One of the biggest draw back is that even if we r ready to expand more money we will not get a well qualified and experienced technician for the work as claimed the service center only.( as per my experience in two cities of Sirsa Haryana and Pune).,Access
173,=========================================================================,Access
174,"====DAY 10(June 28, 2008-100kms): I am facing serious battery problems with Access, with in just 10 Days of purchase. Its very disappointing.. Button Start is dead.. And to do a kick start is a himalayan task...coz u can kick start the Access only after placing it on Main stand.. I dont think anyone can place that 109 kg giant on main stand that easily... :( .. Even if I do kick start, it doesnt get started easily.. it requires 3 to 5 kicks in the morning time !! Horn is really horrible. not even a dog will move after hearing that ! when u slow down for a hump or so and try to use the horn.. its sounds like a cat's voice coming from Lion's mouth... Is this the problem in all Access vehicles or in mine only ? I am not sure.. But when I think of the 50k which I have paid, to face all these... its so annoying! Mileage is around 45 before 1st service.. But what do I do with the mileage if my 2 wheeler doesnt start at all !! I am goin to the dealer, will let u guys know the rest soon...",Access
175,"====DAY 18(July 5, 2008 - 350 kms): I went to the service center and got my battery replaced in my Access. Now Button start is working fine. The engine goes off if I reduce my speed or just stop raising the accelerator :( .. Starting the Vehicle in the morning is not a easy deal till now !! It goes off again and again ! Lemme c if it gets fixed in the next service...",Access
176,"====DAY 30(July 18, 2007 - 500Kms): I face absolutely no problems with my access these days...All Well.. And I must say, it has the best pick up compared to any other bikes/scooters in market, the moment the signal goes green, my access takes me far ahead of all other vehicles stuck in the signal!! its really a wow thing suzuki guys have worked on ..Will go for first service this month End..",Access
177,"====DAY 82(SEPT 8, 2008 - 1400 Kms): I dont want to see this day again even in my nightmares! Its rainy season in bangalore now, I started from my office around 6.30 pm, It was raining heavily, I was just 3 km away from home, My Access behaved very wierly, it became too slow though I gave full throttle and it finally stopped. I tried kick starting, tried with choke but all in vain. it got started but the scooter does not move at all ! I started dragging the 109 kgs giant in the heavy rain.. I realised how nice would be if I would have gota light weight scooter (scooty type). since my house is in hilly area, I was getting short of breath pulling it. I really felt very sorry for my new scooter, that this 2nd major problem has happened with in just <3 months of purchase... I finally managed to drag it till my home after a long struggle. This morning, my local mechanic told that the engine cud hav been filled with water or some spark plug problem. Its still in the same condition.. If you are driving your access in rain, then please be well prepared to face such situations as well. I am very disappointed when I realize the fact that my 4 yr old bajaj spirit, which is half the price of Suzuki Access has never given me this much trouble till date..second service will be sometime in this month... I dont know what problem , access wil give me next month ! God save me :(",Access
178,"=DAY 120 (Oct 16, 2008) My Access has done ~2500kms. Already 2 services done. One thing I have noticed is that, no matter how regularly you do the service or how much carefully you handle the vehicle.... this scooter will give you some or the other problem once in 15 days :( It was working fine for 1 or 2 weeks after the 2nd service... now the problem is, the engine goes off whenever u slow down!! not just in the morning time!! it can happen anytime... I am waiting for my 3rd service date to visit the service center",Access
